code;question;answer;difficulty;source;cite
41001445011988;¿Cuál es la jornada máxima semanal en la Sanidad de Sevilla?;La jornada ordinaria máxima es de 40 horas semanales de promedio.;easy;establecimientosanitariosevilla;La jornada ordinaria de trabajo tendrá una duración máxima de 40 horas semanales de trabajo efectivo.
28001575011982;¿Cómo se retribuye el valor de la hora extraordinaria en Sanidad Madrid?;Se abona con un recargo del 75% sobre la hora ordinaria o se compensa con descanso.;hard;establecimientosanitariomadrid;Las horas extraordinarias se abonarán con un incremento del 75 por ciento sobre el valor de la hora ordinaria.
99012145012002;¿De cuánto es el permiso retribuido por exámenes en Contact Center?;Por el tiempo necesario para concurrir a exámenes oficiales.;easy;contactcenter;Las personas trabajadoras tendrán derecho a permiso retribuido por el tiempo necesario para concurrir a exámenes.
50000675011982;¿Cuál es el valor del plus de distancia en el Metal de Zaragoza?;Se abona 0,22 €/km a partir del límite del casco urbano.;medium;siderometalurgiazaragoza;Los trabajadores que deban desplazarse fuera del límite del casco urbano percibirán un plus de distancia de 0,22 € por kilómetro.
2803005011981;¿Qué complemento se percibe por incapacidad temporal (IT) en Oficinas de Madrid?;La empresa complementa hasta el 100% del salario desde el primer día en caso de accidente.;hard;oficinasydespachosmadrid;En caso de IT por accidente de trabajo, se complementará hasta el 100% de la base de cotización desde el primer día.
99012145012002;¿Cuál es la duración del descanso entre jornadas en Contact Center?;Debe haber un mínimo de 12 horas de descanso entre el fin de una jornada y el inicio de la siguiente.;easy;contactcenter;Entre el final de una jornada y el comienzo de la siguiente mediarán como mínimo doce horas de descanso.
46001595011981;¿Cuál es el plus de antigüedad en el sector de Limpieza de Valencia?;Consiste en trienios al 3% o quinquenios al 5% según la fecha de ingreso.;hard;limpiezavalencia;El complemento de antigüedad se devengará por trienios o quinquenios según lo estipulado en la tabla de antigüedad consolidada.
28009435011996;¿A cuánto asciende el plus de nocturnidad en Hospedaje de Madrid?;El recargo es del 25% sobre el salario base por hora trabajada.;medium;hospedajemadrid;Las horas trabajadas durante el periodo nocturno (22:00 a 06:00) tendrán un recargo del 25% sobre el salario base.
29000565011981;¿Cuál es el permiso por fallecimiento de un familiar de segundo grado en Clínicas de Málaga?;El trabajador tiene derecho a 2 días naturales de permiso.;easy;establecimientosanitariomalaga;Dos días naturales en los casos de fallecimiento de parientes hasta el segundo grado de consanguinidad o afinidad.
41001445011988;¿Cuál es la jornada máxima semanal en la Sanidad de Sevilla?;La jornada ordinaria máxima es de 40 horas semanales de promedio.;easy;establecimientosanitariosevilla;La jornada ordinaria de trabajo tendrá una duración máxima de 40 horas semanales de trabajo efectivo.
28001575011982;¿Cómo se retribuye el valor de la hora extraordinaria en Sanidad Madrid?;Se abona con un recargo del 75% sobre la hora ordinaria o se compensa con descanso.;hard;establecimientosanitariomadrid;Las horas extraordinarias se abonarán con un incremento del 75 por ciento sobre el valor de la hora ordinaria.
99012145012002;¿De cuánto es el permiso retribuido por exámenes en Contact Center?;Por el tiempo necesario para concurrir a exámenes oficiales.;easy;contactcenter;Las personas trabajadoras tendrán derecho a permiso retribuido por el tiempo necesario para concurrir a exámenes.
28001575011982;¿Cómo se compensan los festivos abonables y no recuperables en Sanidad Madrid?;Se compensarán con un día de descanso y un plus de 45 euros.;hard;establecimientosanitariomadrid;Por cada festivo trabajado se tendrá derecho a un día de descanso compensatorio y al abono de un plus de 45 €.
99012145012002;¿Cuál es la duración del periodo de prueba para el Nivel 1 en Contact Center?;El periodo de prueba para el personal de nivel especial es de seis meses.;medium;contactcenter;El periodo de prueba para el personal titulado de Nivel 1 será de seis meses, según la clasificación profesional.
50000675011982;¿Existe ayuda por nupcialidad en el Metal de Zaragoza?;Sí, el trabajador percibe una gratificación de 100 euros por contraer matrimonio.;easy;siderometalurgiazaragoza;Con ocasión de contraer matrimonio, el trabajador percibirá una gratificación de nupcialidad de 100 euros.
2803005011981;¿Cuál es el incremento salarial previsto para 2025 en Oficinas de Madrid?;El incremento salarial pactado para el año 2025 es del 3%.;medium;oficinasydespachosmadrid;Para el ejercicio 2025 se establece una subida salarial del 3 por ciento sobre las tablas vigentes.
46001595011981;¿Cuál es el importe del plus de nocturnidad en la Limpieza de Valencia?;Se abona un recargo del 25% sobre el salario base por hora trabajada.;easy;limpiezavalencia;El trabajo nocturno tendrá una remuneración específica incrementada en un 25% sobre el salario base.
28009435011996;¿Cuál es el plazo de excedencia por cuidado de hijos en Hospedaje Madrid?;Se tiene derecho a un periodo no superior a tres años.;medium;hospedajemadrid;Los trabajadores tendrán derecho a un periodo de excedencia de duración no superior a tres años para el cuidado de cada hijo.
29000565011981;¿Qué sucede con el uniforme en las Clínicas de Málaga si la empresa no lo lava?;La empresa debe abonar un plus de mantenimiento de 15 euros mensuales.;medium;establecimientosanitariomalaga;Si la empresa no se hace cargo de la limpieza del vestuario, abonará 15 € mensuales en concepto de lavado.
41001445011988;¿Cuál es el recargo por horas extraordinarias estructurales en Sanidad Sevilla?;Se abonan con un recargo del 75% sobre la hora ordinaria.;hard;establecimientosanitariosevilla;Las horas extraordinarias que tengan el carácter de estructurales se abonarán con un recargo del 75%.
28001575011982;¿Cuál es el permiso por fallecimiento de un abuelo en Sanidad Madrid?;El trabajador dispone de dos días naturales de permiso.;easy;establecimientosanitariomadrid;En el caso de fallecimiento de parientes de segundo grado (abuelos), el permiso será de dos días naturales.
50000675011982;¿Cuál es el importe de la media dieta para desplazamientos en el Metal de Zaragoza?;El importe de la media dieta se fija en 21,50 euros diarios.;easy;siderometalurgiazaragoza;La media dieta se fija en 21,50 euros cuando el trabajador deba realizar la comida principal fuera de su domicilio.
2803005011981;¿Qué ocurre con la antigüedad en el convenio de Oficinas de Madrid para nuevas contrataciones?;La antigüedad está congelada y se paga como un 'plus ad personam' para quienes ya la tenían.;hard;oficinasydespachosmadrid;El concepto de antigüedad quedó suprimido, manteniéndose como un complemento personal inabsorbible para trabajadores antiguos.
99012145012002;¿Qué permiso retribuido hay por acompañamiento a servicios sanitarios en Contact Center?;Se dispone de hasta 35 horas anuales retribuidas para médico propio o hijos.;medium;contactcenter;Se establece un máximo de 35 horas retribuidas al año para asistencia a servicios sanitarios de la Seguridad Social.
46001595011981;¿Cuál es el plus por limpieza de cristales en altura en Valencia?;Se percibe un plus de peligrosidad del 20% si se trabaja a más de 2 metros de altura.;hard;limpiezavalencia;Los trabajos en escalas o andamios a partir de 2 metros de altura devengarán el plus de peligrosidad del 20%.
28009435011996;¿Cuál es el valor del 'Plus de Distancia' en el Hospedaje de Madrid?;Se paga cuando el centro de trabajo esté a más de 2km del límite del casco urbano.;medium;hospedajemadrid;Se establece un plus de distancia para centros situados a más de dos kilómetros del límite de la población.
29000565011981;¿Cuántas horas de permiso hay por boda de parientes de segundo grado en Málaga?;El trabajador tiene derecho al día de la celebración (1 día natural).;easy;establecimientosanitariomalaga;Por boda de parientes hasta el segundo grado de consanguinidad o afinidad, un día natural.
41001445011988;¿Cuál es la cuantía del plus de Rayos X en la Sanidad de Sevilla?;El personal expuesto a radiaciones percibe un plus de 95 euros mensuales.;hard;establecimientosanitariosevilla;El personal que trabaje habitualmente en salas de Rayos X o con isótopos percibirá un plus de 95 € al mes.
28001575011982;¿Cuál es la cuantía del plus de función de noche en Sanidad Madrid?;Se paga un extra de 4,50 euros por cada noche trabajada.;easy;establecimientosanitariomadrid;El personal que realice su jornada en turno de noche percibirá, además de la nocturnidad, un plus de función de 4,50 € por noche.
99012145012002;¿Cómo se compensan las horas de formación online en Contact Center?;Se consideran tiempo de trabajo efectivo a todos los efectos.;easy;contactcenter;El tiempo destinado a formación online obligatoria tendrá la consideración de tiempo de trabajo efectivo.
28001575011982;¿Qué ocurre con la jornada si el trabajador de Sanidad Madrid tiene más de 60 años?;Tienen derecho a una reducción de jornada de 20 horas anuales sin pérdida de salario.;hard;establecimientosanitariomadrid;El personal mayor de 60 años tendrá una reducción de su jornada anual de 20 horas, manteniendo sus retribuciones.
50000675011982;¿Cuál es el plus por trabajar en herramientas de precisión en el Metal de Zaragoza?;Se establece un plus de carencia de herramientas de 1,15 euros por día.;medium;siderometalurgiazaragoza;Cuando la empresa no facilite las herramientas necesarias, se abonará un plus de carencia de 1,15 € diarios.
28009435011996;¿Cuál es la duración del permiso por fallecimiento de cónyuge en Hospedaje Madrid?;El trabajador tiene derecho a 5 días naturales de permiso retribuido.;easy;hospedajemadrid;Por fallecimiento de cónyuge o pareja de hecho legalmente establecida, cinco días naturales.
2803005011981;¿Cuál es la cuantía del seguro de accidentes para invalidez absoluta en Oficinas Madrid?;La cobertura del seguro asciende a 30.000 euros para este supuesto.;hard;oficinasydespachosmadrid;Se concertará una póliza de seguro colectivo que cubra 30.000 € en caso de incapacidad permanente absoluta.
46001595011981;¿Qué plus perciben los trabajadores de limpieza en Valencia por trabajar en centros sanitarios?;Percibirán un plus de asistencia sanitaria de 1,80 euros por día trabajado.;medium;limpiezavalencia;El personal que preste servicios en hospitales o centros de salud percibirá un plus de 1,80 € brutos por día.
29000565011981;¿Cuál es el importe del plus de toxicidad en las Clínicas de Málaga?;Consiste en un incremento del 15% sobre el salario base de la categoría.;hard;establecimientosanitariomalaga;Los puestos que manejen productos tóxicos o nocivos de forma habitual devengarán un plus del 15% del base.
41001445011988;¿Cuál es el tiempo de preaviso para la baja voluntaria de un auxiliar en Sanidad Sevilla?;El preaviso debe ser de al menos 15 días naturales.;easy;establecimientosanitariosevilla;Para el personal de los grupos profesionales inferiores, el preaviso de cese voluntario será de quince días.
99012145012002;¿Qué ocurre con los festivos locales en el convenio de Contact Center?;Se consideran festivos a todos los efectos según el calendario de la localidad del centro.;easy;contactcenter;Serán festivos retribuidos y no recuperables los dos días que con tal carácter se fijen en el calendario local.
50000675011982;¿Cómo se retribuye el trabajo nocturno si es inferior a una hora en el Metal de Zaragoza?;Se prorrateará el valor de la hora nocturna por el tiempo exacto trabajado.;medium;siderometalurgiazaragoza;Cuando el trabajo nocturno sea inferior a una hora, se abonará la parte proporcional que corresponda.
28001575011982;¿Qué permiso hay en Sanidad Madrid para el fallecimiento de parientes de tercer grado?;El trabajador tiene derecho a un día natural de permiso.;medium;establecimientosanitariomadrid;En el caso de fallecimiento de parientes de tercer grado (tíos, sobrinos), se concederá un día natural de permiso.
50000675011982;¿Cuál es el plus por manejo de camión o vehículo pesado en el Metal de Zaragoza?;Se abona un plus de conducción de 3,50 euros por día de uso.;medium;siderometalurgiazaragoza;El personal que realice funciones de conducción de camiones o vehículos pesados percibirá 3,50 € por jornada.
2803005011981;¿Qué ocurre con la jornada de los viernes en el sector de Oficinas de Madrid?;Muchas empresas pactan jornada intensiva los viernes, aunque el convenio no la obliga.;easy;oficinasydespachosmadrid;La distribución de la jornada se pactará en el calendario laboral, pudiendo acordarse la tarde del viernes libre.
46001595011981;¿Cuál es el plus de transporte anual en la Limpieza de Valencia?;El plus de transporte se paga en 11 mensualidades por importe de 85 euros.;medium;limpiezavalencia;Se establece un Plus de Transporte de 85 euros mensuales, que se abonará excepto en el mes de vacaciones.
99012145012002;¿Cuál es el máximo de horas extra que puede hacer un trabajador de Contact Center?;El límite legal es de 80 horas extraordinarias al año.;easy;contactcenter;En cuanto a las horas extraordinarias, se estará a lo dispuesto en la legislación general vigente (máximo 80 h/año).
29000565011981;¿Cuál es el plus por jefatura de sección en Clínicas de Málaga?;Supone un incremento del 15% sobre el salario base de su categoría profesional.;hard;establecimientosanitariomalaga;El personal nombrado para ejercer la jefatura de una sección percibirá un complemento de responsabilidad del 15%.
41001445011988;¿Cuántos días de vacaciones corresponden por antigüedad en Sanidad Sevilla?;Se añade 1 día extra al cumplir 15 años y otro a los 20 años en la empresa.;hard;establecimientosanitariosevilla;Los trabajadores con 15 años de servicio tendrán 31 días de vacaciones y con 20 años, 32 días naturales.
28009435011996;¿Cuál es la ayuda por defunción en caso de accidente laboral en Hospedaje Madrid?;La empresa abonará una indemnización de 25.000 euros a los beneficiarios.;hard;hospedajemadrid;Para el caso de muerte derivada de accidente de trabajo, se establece una indemnización de 25.000 €.
50000675011982;¿A cuánto asciende el plus de distancia por kilómetro en el Metal de Zaragoza?;Se abona a 0,22 euros por kilómetro recorrido.;easy;siderometalurgiazaragoza;El plus de distancia se fija en 0,22 euros por kilómetro, computándose tanto la ida como la vuelta.
2803005011981;¿Cuál es el importe de la ayuda por hijos con discapacidad en Oficinas de Madrid?;La empresa abonará 175 euros mensuales por cada hijo con discapacidad.;medium;oficinasydespachosmadrid;Se establece una ayuda de 175 € mensuales para trabajadores con hijos que tengan una discapacidad reconocida superior al 33%.
99012145012002;¿Qué sucede con los descansos de 5 minutos (PVD) en Contact Center si se hace jornada partida?;Se mantienen de igual forma por cada hora de trabajo efectivo frente a pantalla.;medium;contactcenter;Las pausas por PVD son obligatorias e independientes de los descansos generales por jornada superior a seis horas.
46001595011981;¿Cuál es la duración del periodo de prueba para un técnico titulado en Limpieza de Valencia?;El periodo de prueba es de seis meses para los técnicos titulados.;medium;limpiezavalencia;Para el personal técnico titulado de grado superior o medio, el periodo de prueba será de seis meses.
28001575011982;¿Cuál es el plus por trabajar en días especiales (Nochebuena/Nochevieja) en Sanidad Madrid?;Se percibe un plus de 60 euros por cada uno de estos turnos.;hard;establecimientosanitariomadrid;El personal que trabaje en el turno de noche del 24 o 31 de diciembre percibirá un plus especial de 60 €.
29000565011981;¿Qué indemnización hay por invalidez absoluta en las Clínicas de Málaga?;Se establece una indemnización de 20.000 euros en la póliza de seguros.;hard;establecimientosanitariomalaga;Las empresas suscribirán un seguro de accidentes que cubra 20.000 € para el supuesto de incapacidad permanente absoluta.
41001445011988;¿Cuál es el permiso por lactancia acumulada en la Sanidad de Sevilla?;Se puede sustituir por 15 días laborables de permiso retribuido.;medium;establecimientosanitariosevilla;La persona trabajadora podrá optar por acumular las horas de lactancia en un periodo de 15 días laborables.
28009435011996;¿Cuál es la jornada máxima anual en el sector de Hospedaje de Madrid?;La jornada máxima anual es de 1.750 horas de trabajo efectivo.;easy;hospedajemadrid;La jornada máxima de trabajo efectivo en cómputo anual será de 1.750 horas para todos los trabajadores.
50000675011982;¿Qué ocurre con el salario si un trabajador del Metal de Zaragoza asciende provisionalmente?;Percibirá el sueldo de la categoría superior mientras desempeñe dichas funciones.;hard;siderometalurgiazaragoza;El trabajador que realice funciones de categoría superior tendrá derecho a la diferencia retribuida entre su categoría y la superior.
